provider,id,description,package,title,name,level,risk-level,security,reliability,performance-efficiency,cost-optimisation,operational-excellence,release-date,update-date,knowledge-base-html,multi-risk-level,must-be-configured,not-scored,categories
aws,ES-001,Ensure Elasticsearch nodes are using General Purpose SSD storage instead of Provisioned IOPS SSD storage to optimize the service costs,base,Elasticsearch General Purpose SSD,ElasticsearchGeneralPurposeSSD,resource,MEDIUM,NO,NO,NO,YES,NO,2017-01-01,2020-06-01,https://www.cloudconformity.com/knowledge-base/aws/ES/general-purpose-ssd-volume.html,,,,
aws,ES-002,Ensure high availability for your Amazon Elasticsearch clusters by enabling the Zone Awareness feature,base,Elasticsearch Zone Awareness Enabled,ElasticsearchZoneAwarenessEnabled,resource,MEDIUM,NO,YES,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/ES/elasticsearch-zone-awareness-enabled.html,,,,
aws,ES-003,Ensure Amazon Elasticsearch Service (ES) domains are not exposed to everyone,base,Elasticsearch Domain Exposed,ElasticsearchDomainExposed,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2018-05-23,https://www.cloudconformity.com/knowledge-base/aws/ES/elasticsearch-domain-exposed.html,,,,
aws,ES-004,Ensure Amazon Elasticsearch clusters are using dedicated master nodes to increase the production environment stability,base,Elasticsearch Dedicated Master Enabled,ElasticsearchDedicatedMasterEnabled,resource,MEDIUM,NO,YES,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/ES/elasticsearch-dedicated-master-enabled.html,,,,
aws,ES-005,Ensure Amazon Elasticsearch clusters do not allow unknown cross account access,base,Elasticsearch Cross Account Access,ElasticsearchCrossAccountAccess,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/ES/elasticsearch-cross-account-access.html,,,,
aws,ES-006,Ensure only safelisted IP addresses can access your Amazon Elasticsearch domains,base,Elasticsearch Accessible Only From Safelisted IP Addresses,ElasticsearchAccessibleOnlyFromSafelistedIPAddresses,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2020-01-02,https://www.cloudconformity.com/knowledge-base/aws/ES/elasticsearch-accessible-only-from-safelisted-ip-addresses.html,,,,
aws,ES-007,Ensure that you always use the latest version of Elasticsearch engine for your AWS Elasticsearch domains,base,Elasticsearch Version,ElasticsearchVersion,resource,MEDIUM,YES,YES,YES,NO,NO,2017-01-01,2019-08-23,https://www.cloudconformity.com/knowledge-base/aws/ES/version.html,,,,
aws,ES-008,Ensure fewer AWS Elasticsearch cluster instances than provided limit in your AWS account,base,Elasticsearch Instance Counts,InstanceCounts,service,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/ES/instance-counts.html,,,,
aws,ES-009,Ensure that all your Amazon Elasticsearch cluster instances are of given instance types,base,Elasticsearch Desired Instance Type,DesiredInstanceType,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/ES/desired-instance-type.html,,True,,
aws,ES-010,Ensure that your Amazon Elasticsearch domains are accessible only from AWS VPCs,base,Elasticsearch Domain In VPC,DomainInVPC,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/ES/domain-in-vpc.html,,,,
aws,ES-011,Ensure that your AWS Elasticsearch domains publish slow logs to AWS CloudWatch Logs,base,AWS Elasticsearch Slow Logs,SlowLogs,resource,MEDIUM,NO,NO,YES,NO,YES,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/ES/slow-logs.html,,,,
aws,ES-012,Ensure that your Amazon ElasticSearch (ES) domains are encrypted in order to meet security and compliance requirements,base,Encryption At Rest,EncryptionAtRest,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2018-05-23,https://www.cloudconformity.com/knowledge-base/aws/ES/encryption-at-rest.html,,,,
aws,ES-013,Ensure that ElasticSearch domains are encrypted with KMS Customer Master Keys (CMKs),base,ElasticSearch Domain Encrypted with KMS CMKs,EncryptedWithCMK,resource,HIGH,YES,NO,NO,NO,NO,2018-04-09,2018-05-23,https://www.cloudconformity.com/knowledge-base/aws/ES/domain-encrypted-with-kms-customer-master-keys.html,,,,
aws,ES-014,Identify any Amazon ElasticSearch clusters that appear to run low on disk space and scale them up,base,ElasticSearch Free Storage Space,FreeStorageSpace,resource,HIGH,NO,NO,YES,NO,NO,2018-04-09,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/ES/free-storage-space.html,,,,
aws,ES-015,Ensure that your Amazon ElasticSearch (ES) clusters are using node to node encryption in order to meet security and compliance requirements,base,ElasticSearch Node To Node Encryption,NodeToNodeEncryption,resource,HIGH,YES,NO,NO,NO,NO,2018-11-19,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/ES/node-to-node-encryption.html,,,,
aws,ES-016,Ensure Elasticsearch Reserved Instances are renewed 7 days before expiration,base,Elasticsearch Reserved Instance Lease Expiration In The Next 7 Days,ReservedInstanceLeaseExpirationIn7Days,resource,HIGH,NO,NO,NO,YES,NO,2019-01-17,2020-06-01,https://www.cloudconformity.com/knowledge-base/aws/ES/reserved-instance-lease-expiration-in-7-days.html,,,,
aws,ES-017,Ensure Elasticsearch Reserved Instances are renewed 30 days before expiration,base,Elasticsearch Reserved Instance Lease Expiration In The Next 30 Days,ReservedInstanceLeaseExpirationIn30Days,resource,MEDIUM,NO,NO,NO,YES,NO,2019-01-17,2020-06-01,https://www.cloudconformity.com/knowledge-base/aws/ES/reserved-instance-lease-expiration-in-30-days.html,,,,
aws,ES-018,Ensure Elasticsearch Reserved Instances purchases have not failed,base,Elasticsearch Reserved Instance Payment Failed,ReservedInstancePaymentFailed,resource,HIGH,NO,NO,NO,YES,NO,2019-01-17,2020-06-01,https://www.cloudconformity.com/knowledge-base/aws/ES/reserved-instance-payment-failed.html,,,,
aws,ES-019,Ensure Elasticsearch Reserved Instances purchases are not pending,base,Elasticsearch Reserved Instance Payment Pending,ReservedInstancePaymentPending,resource,HIGH,NO,NO,NO,YES,NO,2019-01-17,2020-06-01,https://www.cloudconformity.com/knowledge-base/aws/ES/reserved-instance-payment-pending.html,,,,
aws,ES-020,Ensure Elasticsearch Reserved Instances purchases are regularly reviewed,base,Elasticsearch Reserved Instance Recent Purchases,ReservedInstanceRecentPurchases,resource,LOW,NO,NO,NO,YES,NO,2019-01-17,2020-06-01,https://www.cloudconformity.com/knowledge-base/aws/ES/reserved-instance-recent-purchases.html,,,True,
aws,ES-021,Ensure that Amazon ElasticSearch (ES) clusters are healthy,base,ElasticSearch ClusterStatus,ClusterStatus,resource,HIGH,NO,NO,YES,NO,NO,2019-01-17,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/ES/cluster-status.html,,,,
aws,ES-022,Identify any idle AWS Elasticsearch clusters and delete them in order to optimize your AWS costs,base,Idle Elasticsearch Clusters,ClusterIdle,resource,HIGH,NO,NO,NO,YES,NO,2020-06-01,2020-06-01,https://www.cloudconformity.com/knowledge-base/aws/ES/cluster-idle.html,,,,
aws,WS-001,Identify and remove any unused WorkSpaces to lower the cost of your monthly AWS bill,base,Unused WorkSpaces,WorkSpacesUnused,resource,HIGH,NO,NO,NO,YES,NO,2017-01-01,2020-06-01,https://www.cloudconformity.com/knowledge-base/aws/WS/unused-workspaces.html,,,,
aws,WS-002,Ensure that your Amazon WorkSpaces instances are healthy,base,WorkSpaces Operational State,WorkSpacesOperationalState,resource,MEDIUM,NO,NO,NO,NO,YES,2017-01-01,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/WS/operational-state.html,,,,
aws,WS-003,Ensure your AWS account has not reached the limit set for the number of WorkSpaces instances,base,WorkSpaces Instances Counts,WorkSpacesCounts,service,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/WS/workspaces-counts.html,,,,
aws,WS-004,Ensure that all your Amazon WorkSpaces bundles are of given types,base,WorkSpaces Desired Bundle Type,DesiredBundleType,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/WS/desired-bundle-type.html,,True,,
aws,WS-005,Ensure that your Amazon WorkSpaces storage volumes are encrypted in order to meet security and compliance requirement,base,WorkSpaces Storage Encryption,StorageEncryption,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2018-05-23,https://www.cloudconformity.com/knowledge-base/aws/WS/storage-encryption.html,,,,
aws,ACM-001,Ensure expired SSL/TLS certificates are removed from AWS Certificate Manager,base,ACM Certificate Expired,CertificateExpired,resource,HIGH,YES,NO,NO,NO,YES,2017-01-01,2020-06-01,https://www.cloudconformity.com/knowledge-base/aws/ACM/expired-certificate.html,,,,
aws,ACM-002,Ensure Amazon Certificate Manager (ACM) certificates are renewed before their expiration,base,AWS ACM Certificates Renewal (7 days before expiration),CertificateExpiry7Days,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2019-06-03,https://www.cloudconformity.com/knowledge-base/aws/ACM/certificate-expires-in-7-days.html,,,,
aws,ACM-003,Ensure Amazon Certificate Manager (ACM) certificates are renewed before their expiration,base,AWS ACM Certificates Renewal (30 days before expiration),CertificateExpiry30Days,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2019-06-03,https://www.cloudconformity.com/knowledge-base/aws/ACM/certificate-expires-in-30-days.html,,,,
aws,ACM-004,Ensure Amazon Certificate Manager (ACM) certificates are renewed before their expiration,base,AWS ACM Certificates Renewal (45 days before expiration),CertificateExpiry45Days,resource,LOW,YES,NO,NO,NO,NO,2017-01-01,2019-06-03,https://www.cloudconformity.com/knowledge-base/aws/ACM/certificate-expires-in-45-days.html,,,,
aws,ACM-005,Ensure that the requests for Amazon Certificate Manager (ACM) certificates are validated,base,AWS ACM Certificates Validity,CertificateValidity,resource,MEDIUM,YES,NO,NO,NO,YES,2017-01-01,2019-06-03,https://www.cloudconformity.com/knowledge-base/aws/ACM/certificate-validity.html,,,,
aws,ACM-006,Ensure that ACM single domain name certificates are used instead of wildcard certificates,base,AWS ACM Certificates with Wildcard Domain Names,CertificatesWithWildcardDomainNames,resource,LOW,YES,NO,NO,NO,YES,2018-04-09,2019-06-03,https://www.cloudconformity.com/knowledge-base/aws/ACM/wildcard-domain-name.html,,,,
aws,Budgets-001,Identify excess of cost over budget and plan to minimise it,cost,Budget Overrun,BudgetOverrun,account-bill,HIGH,NO,NO,NO,YES,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/Budgets/budget-overrun.html,True,,,
aws,Budgets-002,Identify cost fluctuation and take actions to minimise it,cost,Cost Fluctuation,CostFluctuation,account-bill,HIGH,NO,NO,NO,YES,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/Budgets/cost-fluctuation.html,True,,,
aws,Budgets-003,Identify excess of estimated cost over budget and plan to minimise it,cost,Budget Overrun Forecast,BudgetOverrunForecast,account-bill,MEDIUM,NO,NO,NO,YES,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/Budgets/budget-overrun-forecast.html,True,,,
aws,Budgets-004,Identify estimated cost fluctuation and take actions to minimise it,cost,Cost Fluctuation Forecast,CostFluctuationForecast,account-bill,MEDIUM,NO,NO,NO,YES,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/Budgets/cost-fluctuation-forecast.html,True,,,
aws,Budgets-005,Maintain current contact details,base,Current Contact Details,CurrentContactDetails,account,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/Budgets/current-contact-details.html,,,True,
aws,Budgets-006,Enable detailed billing,base,Detailed billing,DetailedBilling,account,HIGH,YES,NO,NO,YES,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/Budgets/detailed-billing.html,,,True,
aws,Inspector-001,Check for Amazon Inspector Findings and resolve them step by step to ensure that your systems are configured securely.,base,Amazon Inspector Findings,Findings,service,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2019-06-21,https://www.cloudconformity.com/knowledge-base/aws/Inspector/amazon-inspector-findings.html,True,,,
aws,Inspector-002,Ensure that Amazon Inspector runs occur every n days,base,Days since last Amazon Inspector run,AssessmentRun,service,MEDIUM,YES,NO,NO,NO,NO,2019-08-30,2020-12-18,https://www.cloudconformity.com/knowledge-base/aws/Inspector/amazon-inspector-days.html,,,,
aws,Inspector-003,Ensure there are no exclusions found by Amazon Inspector assessment runs,base,Check for Amazon Inspector Exclusions,InspectorExclusions,service,MEDIUM,YES,NO,NO,NO,NO,2020-12-18,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/Inspector/InspectorExclusions.html,,,,
aws,TrustedAdvisor-001,Monitor Service Limits to ensure that the allocation of resources in your AWS account is not reaching the limit set by Amazon in order to avoid resource starvation,base,Trusted Advisor Service Limits,ServiceLimits,resource,MEDIUM,NO,NO,YES,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/TrustedAdvisor/service-limits.html,,,,
aws,TrustedAdvisor-002,Ensure that all Amazon Trusted Advisor checks found within your AWS account are inspected and resolved,base,Trusted Advisor Checks,Checks,resource,MEDIUM,YES,YES,YES,YES,NO,2018-04-09,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/TrustedAdvisor/checks.html,,,True,
aws,TrustedAdvisor-003,Identify and disable any exposed Amazon IAM access keys in order to protect your AWS resources against unapproved access,base,Exposed IAM Access Keys,ExposedAccessKeys,service,EXTREME,YES,NO,NO,NO,NO,2018-04-09,2018-05-23,https://www.cloudconformity.com/knowledge-base/aws/TrustedAdvisor/exposed-access-keys.html,,,,
aws,Shield-001,Use Shield Advanced to protect your web applications against DDoS attacks,base,Shield Advanced In Use,ShieldAdvancedInUse,service,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2019-06-03,https://www.cloudconformity.com/knowledge-base/aws/Shield/shield-advanced-in-use.html,,,,
aws,EMR-001,Ensure AWS EMR clusters are using the latest generation of instances for performance and cost optimization,base,AWS EMR Instance Type Generation,InstanceGeneration,resource,MEDIUM,NO,NO,YES,YES,NO,2017-01-01,2020-06-01,https://www.cloudconformity.com/knowledge-base/aws/EMR/instance-generation.html,,,,
aws,EMR-002,Ensure AWS Elastic MapReduce clusters capture detailed log data to Amazon S3,base,EMR Cluster Logging,LoggingEnabled,resource,LOW,NO,NO,NO,NO,YES,2017-01-01,2019-10-09,https://www.cloudconformity.com/knowledge-base/aws/EMR/logging-enabled.html,,,,
aws,EMR-003,Ensure fewer Amazon EMR cluster instances than the provided limit in your AWS account,base,EMR Instances Counts,InstanceCounts,service,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2018-09-27,https://www.cloudconformity.com/knowledge-base/aws/EMR/instance-counts.html,,,,
aws,EMR-004,Ensure that all your Amazon EMR cluster instances are of given instance types,base,EMR Desired Instance Type,DesiredInstanceType,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2019-10-09,https://www.cloudconformity.com/knowledge-base/aws/EMR/desired-instance-type.html,,True,,
aws,EMR-005,Ensure that your Amazon Elastic MapReduce clusters are provisioned using the AWS EC2-VPC platform instead of EC2-Classic platform,base,Cluster In VPC,ClusterInVPC,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2019-10-09,https://www.cloudconformity.com/knowledge-base/aws/EMR/emr-cluster-in-vpc.html,,,,
aws,EMR-006,Ensure that your AWS Elastic MapReduce clusters are encrypted in order to meet security and compliance requirements,base,EMR In-Transit and At-Rest Encryption,InTransitAndAtRestEncryption,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2019-10-09,https://www.cloudconformity.com/knowledge-base/aws/EMR/in-transit-and-at-rest-encryption.html,,,,
aws,WAF-001,Ensure AWS WAF is in use to protect your web applications from common web exploits,base,AWS Web Application Firewall In Use,WAFInUse,service,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2021-02-08,https://www.cloudconformity.com/knowledge-base/aws/WAF/waf-in-use.html,,,,
aws,Lambda-001,Ensure that the latest version of the runtime environment is used for your AWS Lambda functions,base,Lambda Runtime Environment Version,RuntimeEnvironment,resource,MEDIUM,YES,YES,NO,NO,NO,2017-01-01,2019-06-03,https://www.cloudconformity.com/knowledge-base/aws/Lambda/runtime-environment.html,,,,
aws,Lambda-002,Ensure AWS Lambda functions do not allow unknown cross account access via permission policies,base,Lambda Cross Account Access,LambdaUnknownCrossAccountAccess,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2019-06-03,https://www.cloudconformity.com/knowledge-base/aws/Lambda/lambda-cross-account-access.html,,,,
aws,Lambda-003,Ensure that tracing (Lambda support for Amazon X-Ray service) is enabled for your AWS Lambda functions,base,Tracing Enabled,Tracing,resource,MEDIUM,NO,NO,NO,NO,YES,2017-01-01,2019-06-03,https://www.cloudconformity.com/knowledge-base/aws/Lambda/tracing.html,,,,
aws,Lambda-004,Ensure that your Amazon Lambda functions are not exposed to everyone,base,Function Exposed,FunctionExposed,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2019-06-03,https://www.cloudconformity.com/knowledge-base/aws/Lambda/function-exposed.html,,,,
aws,Lambda-005,Ensure no Lambda function available in your AWS account has admin privileges,base,Lambda Function With Admin Privileges,FunctionWithAdminPrivileges,service,MEDIUM,YES,NO,NO,NO,NO,2019-06-21,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/Lambda/function-with-admin-privileges.html,,,,
aws,Lambda-006,Ensure AWS Lambda functions do not share the same IAM execution role,base,Using An IAM Role For More Than One Lambda Function,FunctionSharingSameIAMRole,service,HIGH,YES,NO,NO,NO,NO,2019-06-21,2019-11-20,https://www.cloudconformity.com/knowledge-base/aws/Lambda/sharing-an-iam-role-within-more-than-one-lambda-function.html,,,,
aws,Lambda-007,Ensure that your Amazon Lambda functions have access to VPC-only resources,base,VPC Access for AWS Lambda Functions,FunctionVPCAccess,resource,MEDIUM,YES,NO,NO,NO,NO,2019-06-21,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/Lambda/function-in-vpc.html,,,,
aws,Lambda-008,Ensure encryption is enabled for the AWS Lambda environment variables that store sensitive information,base,Enable Encryption for Lambda Environment Variables,EnableEncryptionLambdaEnvironmentVariables,account,HIGH,YES,NO,NO,NO,NO,2020-01-20,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/Lambda/encryption-environment-variables.html,,,True,
aws,Lambda-009,Ensure Lambda environment variables are encrypted with KMS Customer Master Keys (CMKs) to gain full control over data encryption and decryption,base,Use AWS KMS Customer Master Keys for Lambda Environment Variables Encryption,LambdaEncryptedWithCMK,resource,HIGH,YES,NO,NO,NO,NO,2020-01-20,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/Lambda/lambda-encrypted-with-cmk.html,,,,
aws,Support-001,Ensure appropriate support level is enabled for necessary AWS accounts (Only for Business or Enterprise AWS Support Plans),base,Support Plan,SupportPlan,service,MEDIUM,NO,YES,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/Support/support-plan.html,,True,,
aws,Kinesis-001,Ensure Amazon Kinesis streams enforce Server-Side Encryption (SSE),base,Kinesis Server Side Encryption,ServerSideEncryption,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2019-08-23,https://www.cloudconformity.com/knowledge-base/aws/Kinesis/server-side-encryption.html,,,,
aws,Kinesis-002,Ensure AWS Kinesis streams are encrypted with KMS Customer Master Keys for complete control over data encryption and decryption,base,Kinesis Stream Encrypted With CMK,StreamEncryptedWithCMK,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2019-08-23,https://www.cloudconformity.com/knowledge-base/aws/Kinesis/stream-encrypted-with-kms-customer-master-keys.html,,,,
aws,Kinesis-003,Ensure enhanced monitoring is enabled for your AWS Kinesis streams using shard-level metrics,base,Kinesis Stream Shard Level Metrics,ShardLevelMetrics,resource,LOW,NO,YES,YES,YES,NO,2017-01-01,2019-08-23,https://www.cloudconformity.com/knowledge-base/aws/Kinesis/stream-shard-level-metrics.html,,,,
aws,Organizations-001,Ensure Amazon Organizations is in use to consolidate all your AWS accounts into an organization,base,AWS Organizations In Use,OrganizationsInUse,service,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2019-04-04,https://www.cloudconformity.com/knowledge-base/aws/Organizations/aws-organizations-in-use.html,,,,
aws,Organizations-002,Ensure AWS Organizations All Features is enabled for fine-grained control over which services and actions the member accounts of an organization can access,base,Enable All Features,EnableAllFeatures,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/Organizations/all-features.html,,,,
aws,Organizations-003,Monitor AWS Organizations configuration changes,rtm,AWS Organizations Configuration Changes,ServiceConfigurationChanges,event,HIGH,YES,NO,NO,NO,NO,2018-11-19,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/Organizations/configuration-changes.html,,,,
aws,EFS-001,Ensure encryption is enabled for AWS EFS file systems to protect your data at rest,base,EFS Encryption Enabled,EncryptionEnabled,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2019-06-03,https://www.cloudconformity.com/knowledge-base/aws/EFS/encryption-enabled.html,,,,
aws,EFS-002,Ensure EFS file systems are encrypted with KMS Customer Master Keys (CMKs) in order to have full control over data encryption and decryption,base,AWS KMS Customer Master Keys for EFS Encryption,EFSEncryptedWithCMK,resource,HIGH,YES,NO,NO,NO,NO,2017-01-01,2019-06-03,https://www.cloudconformity.com/knowledge-base/aws/EFS/efs-encrypted-with-kms-customer-master-keys.html,,,,
aws,ElasticBeanstalk-001,Ensure Enhanced Health Reporting feature is enabled,base,Elastic Beanstalk Enhanced Health Reporting,HealthReporting,resource,MEDIUM,NO,NO,NO,NO,YES,2018-04-09,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/ElasticBeanstalk/health-reporting.html,,,,
aws,ElasticBeanstalk-002,Ensure that all your Amazon Elastic Beanstalk application environments have platform updates enabled,base,Elastic Beanstalk Managed Platform Updates,ManagedPlatformUpdates,resource,MEDIUM,NO,NO,NO,NO,YES,2018-04-09,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/ElasticBeanstalk/managed-platform-updates.html,,,,
aws,ElasticBeanstalk-003,Ensure that AWS Elastic Beanstalk environment logs are retained and uploaded to Amazon S3,base,Elastic Beanstalk Persistent Logs,LoggingEnabled,resource,MEDIUM,NO,NO,NO,NO,YES,2018-04-09,2018-05-23,https://www.cloudconformity.com/knowledge-base/aws/ElasticBeanstalk/logging-enabled.html,,,,
aws,Macie-001,Ensure Amazon Macie service is currently in use in order to classify and protect sensitive information,base,Amazon Macie In Use,MacieInUse,service,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/Macie/macie-in-use.html,,,True,
aws,Macie-002,"Monitor Macie alerts to discover, classify, and protect sensitive data",rtm,Macie Alerts,MacieAlerts,event,HIGH,YES,NO,NO,NO,NO,2018-11-19,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/Macie/macie-in-use.html,True,,,
aws,ELBv2-001,Ensure ELBv2 Load Balancers have Deletion Protection feature enabled in order to protect them from being accidentally deleted,base,ELBv2 Elastic Load Balancing Deletion Protection,DeletionProtection,resource,MEDIUM,NO,YES,NO,NO,NO,2017-01-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/ELBv2/deletion-protection.html,,,,
aws,ELBv2-002,"Ensure that Amazon ALBs have Access Logging feature enabled for security, troubleshooting and statistical analysis purposes",base,ELBv2 Access Log,AccessLog,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2018-05-23,https://www.cloudconformity.com/knowledge-base/aws/ELBv2/access-log.html,,,,
aws,ELBv2-003,Ensure that Amazon ALBs are using the latest predefined security policy for their SSL negotiation configuration in order to follow security best practices and protect their front-end connections against SSL/TLS vulnerabilities,base,ELBv2 ALB Security Policy,SecurityPolicy,resource,MEDIUM,YES,NO,NO,NO,NO,2017-01-01,2019-11-20,https://www.cloudconformity.com/knowledge-base/aws/ELBv2/security-policy.html,,,,
aws,ELBv2-004,Ensure there is a minimum number of two healthy target instances associated with each AWS ELBv2 load balancer,base,ELBv2 Minimum Number of EC2 Target Instances,MinimumNumberOfEC2Instances,resource,HIGH,NO,YES,NO,NO,NO,2018-04-09,2020-06-01,https://www.cloudconformity.com/knowledge-base/aws/ELBv2/minimum-number-of-ec2-instances.html,,,,
aws,ELBv2-005,Ensure ELBv2 ALBs are using a secure protocol,base,ELBv2 ALB Listener Security,ListenerSecurity,resource,HIGH,YES,NO,NO,NO,NO,2018-04-09,2020-11-30,https://www.cloudconformity.com/knowledge-base/aws/ELBv2/listener-security.html,,,,
aws,ELBv2-006,Ensure ELBv2 load balancers have secure and valid security groups,base,ELBv2 ALB Security Group,SecurityGroup,resource,HIGH,YES,NO,NO,NO,NO,2018-04-09,2020-08-19,https://www.cloudconformity.com/knowledge-base/aws/ELBv2/security-group.html,,,,
aws,ELBv2-007,Ensure Amazon internet-facing ELBv2 Load Balancers are regularly reviewed for security purposes,base,Internet Facing ELBv2 Load Balancers,InternetFacingLBs,resource,HIGH,YES,NO,NO,NO,NO,2018-04-09,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/ELBv2/internet-facing-load-balancers.html,,,True,
aws,ELBv2-008,"Identify unused ELBv2 Elastic Load Balancers, and delete them to help lower the cost of your monthly AWS bill",base,Unused ELBv2 Load Balancers,ELBv2Unused,resource,LOW,NO,NO,NO,YES,NO,2018-04-09,2020-06-01,https://www.cloudconformity.com/knowledge-base/aws/ELBv2/unused-load-balancers.html,,,,
aws,ELBv2-009,Ensure Amazon Network Load Balancers (NLBs) are using the latest recommended predefined security policy for TLS negotiation configuration,base,Network Load Balancer Security Policy,NetworkLoadBalancerSecurityPolicy,resource,MEDIUM,YES,NO,NO,NO,NO,2019-06-03,2019-11-20,https://www.cloudconformity.com/knowledge-base/aws/ELBv2/network-load-balancer-security-policy.html,,,,
aws,ELBv2-010,Ensure that your AWS Network Load Balancer listeners are using a secure protocol such as TLS,base,ELBv2 NLB Listener Security,NLBListenerSecurity,resource,HIGH,YES,NO,NO,NO,NO,2020-06-30,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/ELBv2/network-load-balancer-listener-security.html,,,,
aws,CC-001,Ensure that your AWS account is using the latest version of Cloud Conformity custom access policy,base,Cloud Conformity Custom Policy Version,CustomPolicyVersion,service,HIGH,NO,NO,NO,NO,YES,2017-01-01,2021-02-08,https://www.cloudconformity.com/knowledge-base/aws/CC/custom-policy-version.html,,,,
aws,CC-002,Ensure that Multi-Factor Authentication (MFA) is enabled to secure your Cloud Conformity account,base,Enable Cloud Conformity Multi-Factor Authentication,EnableCloudConformityMFA,account,HIGH,YES,NO,NO,NO,NO,2020-06-01,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/CC/user-multi-factor-authentication-enabled.html,,,True,
aws,CC-003,Ensure that the Conformity Bot has all the permissions required to perform its latest checks,base,Trend Micro Cloud One™ – Conformity Insufficient Access Permissions,CustomPolicyPermission,service,HIGH,NO,NO,NO,NO,YES,2021-02-08,2017-01-01,https://www.cloudconformity.com/knowledge-base/aws/CC/insufficient-access-permissions.html,,,,
aws,AG-001,Ensure that AWS CloudWatch logs are enabled for all your APIs created with Amazon API Gateway service in order to track and analyze execution behavior at the API stage level,base,APIs CloudWatch Logs,CloudWatchLogs,resource,MEDIUM,NO,NO,YES,NO,YES,2017-01-01,2018-05-23,https://www.cloudconformity.com/knowledge-base/aws/AG/cloudwatch-logs.html,,,,
